Task ID,Cost
2020-01-03,0.401964345
2020-01-03,0.374231652
2020-01-03,0.349861826
2020-01-03,0.331405893
2020-01-03,0.42680151
2020-01-03,0.402898385
2020-01-03,0.313468617
2020-01-03,0.338183496
2020-01-03,0.439388537
2020-01-03,0.339452425
2020-01-03,0.399447425
2020-01-03,0.481521952
2020-01-03,0.377084517
2020-01-03,0.472076513
2020-01-03,0.387232412
2020-01-03,0.355952397
2020-01-03,0.364527002
2020-01-03,0.383481731
2020-01-03,0.390801807
2020-01-03,0.434207396
2020-01-03,0.345141633
2020-01-03,0.366917662
2020-01-03,0.406976643
2020-01-03,0.35341465
2020-01-03,0.39947324
2020-01-03,0.371808329
2020-01-03,0.347978113
2020-01-03,0.322107354
2020-01-03,0.319264079
2020-01-03,0.4581654
2020-01-03,0.34106909
2020-01-03,0.324424924
2020-01-03,0.473478804
2020-01-03,0.346071658
2020-01-03,0.327156153
2020-01-03,0.342708437
2020-01-03,0.337885748
2020-01-03,0.362492239
2020-01-03,0.338345856
2020-01-03,0.348579928
2020-01-03,0.377012643
2020-01-03,0.361674699
2020-01-03,0.339967726
2020-01-03,0.36884213
2020-01-03,0.357527274
2020-01-03,0.339160045
2020-01-03,0.357245419
2020-01-03,0.475218379
2020-01-03,0.36709907
2020-01-03,0.335874037
2020-01-03,0.385315319
2020-01-07,0.38064618
2020-01-07,0.451775542
2020-01-07,0.326731788
2020-01-07,0.432279884
2020-01-07,0.319829322
2020-01-07,0.376291092
2020-01-07,0.472982116
2020-01-07,0.348297659
2020-01-07,0.335396186
2020-01-07,0.413007044
2020-01-07,0.394532633
2020-01-07,0.333064549
2020-01-07,0.46131635
2020-01-07,0.422062885
2020-01-07,0.362970444
2020-01-07,0.457024289
2020-01-07,0.382514486
2020-01-07,0.325304338
2020-01-07,0.331410374
2020-01-07,0.334796389
2020-01-07,0.332473617
2020-01-07,0.351553539
2020-01-07,0.390102969
2020-01-07,0.332549575
2020-01-07,0.386753411
2020-01-07,0.33048154
2020-01-07,0.488559245
2020-01-07,0.330135184
2020-01-07,0.321925896
2020-01-07,0.444753998
2020-01-07,0.348770652
2020-01-07,0.333509098
2020-01-07,0.352489102
2020-01-07,0.356429613
2020-01-07,0.316961834
2020-01-07,0.340765023
2020-01-07,0.345610146
2020-01-07,0.46602784
2020-01-07,0.356060723
2020-01-07,0.341450453
2020-01-07,0.353979378
2020-01-07,0.340305554
2020-01-07,0.34203715
2020-01-07,0.335706035
2020-01-07,0.376182295
2020-01-07,0.37142302
2020-01-07,0.354228498
2020-01-07,0.370985735
2020-01-07,0.346182427
2020-01-07,0.380166208
2020-01-07,0.398720278
2020-01-07,0.410882086
2020-01-07,0.381750191
2020-01-07,0.350158701
2020-01-07,0.334013513
2020-01-07,0.393198963
2020-01-07,0.327410332
2020-01-07,0.368447026
2020-01-07,0.365028871
2020-01-07,0.346679665
2020-01-07,0.348485876
2020-01-07,0.408103471
2020-01-07,0.32931271
2020-01-09,0.480055152
2020-01-09,0.346214753
2020-01-09,0.393965684
2020-01-09,0.394884827
2020-01-09,0.358079842
2020-01-09,0.351921014
2020-01-09,0.386700863
2020-01-09,0.447712393
2020-01-09,0.382608531
2020-01-09,0.454933643
2020-01-09,0.349561931
2020-01-09,0.387424863
2020-01-09,0.366830926
2020-01-09,0.43825845
2020-01-09,0.342622181
2020-01-09,0.329487012
2020-01-09,0.399668226
2020-01-09,0.377533548
2020-01-09,0.319840805
2020-01-09,0.345362119
2020-01-09,0.376053972
2020-01-09,0.345809217
2020-01-09,0.357928386
2020-01-09,0.463482467
2020-01-09,0.361693678
2020-01-09,0.345413664
2020-01-09,0.329679931
2020-01-09,0.33660437
2020-01-09,0.46054717
2020-01-09,0.348225279
2020-01-09,0.350413757
2020-01-09,0.466538328
2020-01-09,0.345839857
2020-01-09,0.328930457
2020-01-09,0.369404453
2020-01-09,0.36365151
2020-01-09,0.341804648
2020-01-09,0.359225722
2020-01-09,0.35124735
2020-01-09,0.400908536
2020-01-09,0.337205255
2020-01-09,0.351236984
2020-01-09,0.345018062
2020-01-09,0.376981526
2020-01-09,0.369989553
2020-01-09,0.348956396
2020-01-09,0.390494282
2020-01-09,0.423737763
2020-01-09,0.345789619
2020-01-09,0.377544604
2020-01-09,0.356626202
2020-01-09,0.360551133
2020-01-09,0.457005138
2020-01-09,0.328063923
2020-01-09,0.31702563
2020-01-09,0.408747598
2020-01-09,0.371264185
2020-01-09,0.348758707
2020-01-09,0.371777772
2020-01-09,0.35986679
2020-01-09,0.403982755
2020-01-09,0.359951395
2020-01-09,0.379430784
2020-01-10,0.420820296
2020-01-10,0.425759578
2020-01-10,0.348864589
2020-01-10,0.437569843
2020-01-10,0.337151188
2020-01-10,0.330053459
2020-01-10,0.472617476
2020-01-10,0.353568315
2020-01-10,0.378397438
2020-01-10,0.388406708
2020-01-10,0.367082935
2020-01-10,0.328809403
2020-01-10,0.339314682
2020-01-10,0.397111323
2020-01-10,0.392352787
2020-01-10,0.327328012
2020-01-10,0.376135702
2020-01-10,0.367134167
2020-01-10,0.467536428
2020-01-10,0.356335176
2020-01-10,0.371297643
2020-01-10,0.339626952
2020-01-10,0.357299041
2020-01-10,0.346804127
2020-01-10,0.352591573
2020-01-10,0.41453529
2020-01-10,0.328083478
2020-01-10,0.32466343
2020-01-10,0.414552912
2020-01-10,0.33647383
2020-01-10,0.308642295
2020-01-10,0.399310748
2020-01-10,0.359760693
2020-01-10,0.39524081
2020-01-10,0.363641492
2020-01-10,0.386990355
2020-01-10,0.424476588
2020-01-10,0.29555014
2020-01-10,0.358690473
2020-01-10,0.348717137
2020-01-10,0.356923315
2020-01-10,0.314497105
2020-01-10,0.345132404
2020-01-10,0.445403556
2020-01-10,0.359617275
2020-01-10,0.404589241
2020-01-10,0.346727568
2020-01-10,0.353738285
2020-01-10,0.35192491
2020-01-10,0.387457824
2020-01-10,0.391663695
2020-01-10,0.39841783
2020-01-10,0.335532821
2020-01-10,0.343388888
2020-01-10,0.352918376
2020-01-10,0.371017979
2020-01-10,0.360321753
2020-01-10,0.348490815
2020-01-10,0.456239045
2020-01-10,0.393198952
2020-01-10,0.365615299
2020-01-10,0.334600956
2020-01-10,0.475210366
2020-01-16,0.359733668
2020-01-16,0.473707382
2020-01-16,0.417138169
2020-01-16,0.391972799
2020-01-16,0.337366993
2020-01-16,0.346476882
2020-01-16,0.327735963
2020-01-16,0.34468016
2020-01-16,0.354374077
2020-01-16,0.346734878
2020-01-16,0.411120029
2020-01-16,0.361522884
2020-01-16,0.375804639
2020-01-16,0.338321247
2020-01-16,0.312501143
2020-01-16,0.399462148
2020-01-16,0.329161002
2020-01-16,0.400306251
2020-01-16,0.413843988
2020-01-16,0.346896803
2020-01-16,0.340347033
2020-01-16,0.34351335
2020-01-16,0.375372021
2020-01-16,0.414251772
2020-01-16,0.329413919
2020-01-16,0.409442903
2020-01-16,0.420706657
2020-01-16,0.347689951
2020-01-16,0.441953891
2020-01-16,0.374160886
2020-01-16,0.386648283
2020-01-16,0.377193035
2020-01-16,0.348052845
2020-01-16,0.317910711
2020-01-16,0.354768605
2020-01-16,0.315293242
2020-01-16,0.337264126
2020-01-16,0.350732885
2020-01-16,0.322460024
2020-01-16,0.310797185
2020-01-16,0.314067958
2020-01-16,0.352952846
2020-01-16,0.355987328
2020-01-16,0.409696818
2020-01-16,0.310649702
2020-01-16,0.394087341
2020-01-16,0.355892794
2020-01-16,0.316720938
2020-01-16,0.404078285
2020-01-16,0.309074088
2020-01-16,0.335299175
2020-01-16,0.417627841
2020-01-16,0.393394455
2020-01-16,0.345376052
2020-01-16,0.346996959
2020-01-16,0.349668813
2020-01-16,0.349767471
2020-01-16,0.373263349
2020-01-16,0.358150462
2020-01-16,0.341956882
2020-01-16,0.404100602
2020-01-16,0.356753375
2020-01-16,0.328873691
2020-01-17,0.362457689
2020-01-17,0.420315258
2020-01-17,0.316261112
2020-01-17,0.424142119
2020-01-17,0.332425885
2020-01-17,0.340766233
2020-01-17,0.319564732
2020-01-17,0.362650895
2020-01-17,0.370484962
2020-01-17,0.376513289
2020-01-17,0.347310183
2020-01-17,0.39001046
2020-01-17,0.398412337
2020-01-17,0.334321083
2020-01-17,0.356152198
2020-01-17,0.361966056
2020-01-17,0.36624797
2020-01-17,0.387467275
2020-01-17,0.489735743
2020-01-17,0.359595487
2020-01-17,0.472960683
2020-01-17,0.380103415
2020-01-17,0.384600297
2020-01-17,0.324080612
2020-01-17,0.405011872
2020-01-17,0.393019823
2020-01-17,0.400676819
2020-01-17,0.344242612
2020-01-17,0.400294216
2020-01-17,0.324481275
2020-01-17,0.337581037
2020-01-17,0.371288743
2020-01-17,0.349883727
2020-01-17,0.346064752
2020-01-17,0.309255257
2020-01-17,0.440657539
2020-01-17,0.413775817
2020-01-17,0.388162288
2020-01-17,0.437213167
2020-01-17,0.448677149
2020-01-17,0.348515576
2020-01-17,0.369946784
2020-01-17,0.400365573
2020-01-17,0.34573883
2020-01-17,0.374710404
2020-01-17,0.379351814
2020-01-17,0.333878157
2020-01-17,0.48413258
2020-01-17,0.394570249
2020-01-17,0.379845729
2020-01-17,0.376564491
2020-01-17,0.330600796
2020-01-17,0.355092143
2020-01-17,0.395067347
2020-01-17,0.352676312
2020-01-17,0.374452956
2020-01-17,0.457147259
2020-01-17,0.35823937
2020-01-17,0.331040667
2020-01-17,0.380155408
2020-01-17,0.358462562
2020-01-17,0.384038942
2020-01-17,0.402391177
2020-01-22,0.366052046
2020-01-22,0.436608187
2020-01-22,0.297256465
2020-01-22,0.331744792
2020-01-22,0.359124807
2020-01-22,0.334985801
2020-01-22,0.398989123
2020-01-22,0.39523344
2020-01-22,0.381687998
2020-01-22,0.305729693
2020-01-22,0.351798138
2020-01-22,0.328830793
2020-01-22,0.3004136
2020-01-22,0.350417093
2020-01-22,0.379879367
2020-01-22,0.306196362
2020-01-22,0.366019896
2020-01-22,0.308667485
2020-01-22,0.379088079
2020-01-22,0.326598545
2020-01-22,0.357702259
2020-01-22,0.386673437
2020-01-22,0.280210128
2020-01-22,0.413612254
2020-01-22,0.383933272
2020-01-22,0.306849317
2020-01-22,0.430033291
2020-01-22,0.372607884
2020-01-22,0.456538759
2020-01-22,0.319493664
2020-01-22,0.479052232
2020-01-22,0.326779222
2020-01-22,0.366130085
2020-01-22,0.329642394
2020-01-22,0.32140976
2020-01-22,0.331142541
2020-01-22,0.343511803
2020-01-22,0.302867585
2020-01-22,0.372014779
2020-01-22,0.363101211
2020-01-22,0.386921108
2020-01-22,0.360765342
2020-01-22,0.370843628
2020-01-22,0.324941082
2020-01-22,0.322531406
2020-01-22,0.384729325
2020-01-22,0.389045769
2020-01-22,0.34721363
2020-01-22,0.313449539
2020-01-22,0.410437209
2020-01-22,0.313428996
2020-01-22,0.317754893
2020-01-22,0.349266029
2020-01-22,0.430750448
2020-01-22,0.380565325
2020-01-22,0.399846599
2020-01-22,0.316238735
2020-01-22,0.407800762
2020-01-22,0.368318917
2020-01-22,0.3347572
2020-01-22,0.307301876
2020-01-22,0.438351816
2020-01-22,0.329962419
2020-01-24,0.390648318
2020-01-24,0.460260326
2020-01-24,0.395820231
2020-01-24,0.404261381
2020-01-24,0.327640658
2020-01-24,0.33123119
2020-01-24,0.342342476
2020-01-24,0.476546868
2020-01-24,0.410351479
2020-01-24,0.357379779
2020-01-24,0.386152263
2020-01-24,0.305759917
2020-01-24,0.337262592
2020-01-24,0.412713725
2020-01-24,0.460616954
2020-01-24,0.34814184
2020-01-24,0.330106043
2020-01-24,0.379316185
2020-01-24,0.367675279
2020-01-24,0.447976914
2020-01-24,0.399209102
2020-01-24,0.335505235
2020-01-24,0.369525014
2020-01-24,0.352096706
2020-01-24,0.37645794
2020-01-24,0.34370711
2020-01-24,0.335896935
2020-01-24,0.365598644
2020-01-24,0.335109886
2020-01-24,0.406349713
2020-01-24,0.33750685
2020-01-24,0.386714491
2020-01-24,0.383009672
2020-01-24,0.375261263
2020-01-24,0.443795543
2020-01-24,0.346238118
2020-01-24,0.442756506
2020-01-24,0.356847344
2020-01-24,0.433261213
2020-01-24,0.338499803
2020-01-24,0.360392143
2020-01-24,0.401592496
2020-01-24,0.344881413
2020-01-24,0.323582014
2020-01-24,0.446840099
2020-01-24,0.360465137
2020-01-24,0.372619597
2020-01-24,0.365723932
2020-01-24,0.431408219
2020-01-24,0.377336854
2020-01-24,0.323023163
2020-01-24,0.396883741
2020-01-24,0.355537684
2020-01-24,0.433628309
2020-01-24,0.45173095
2020-01-24,0.354965594
2020-01-24,0.353255547
2020-01-24,0.336273497
2020-01-24,0.361596945
2020-01-24,0.357616436
2020-01-24,0.361653297
2020-01-24,0.306382727
2020-01-24,0.446006185
2020-02-10,0.357569388
2020-02-10,0.366404067
2020-02-10,0.351294247
2020-02-10,0.370486576
2020-02-10,0.378217292
2020-02-10,0.312669955
2020-02-10,0.425223528
2020-02-10,0.425333741
2020-02-10,0.3032376
2020-02-10,0.408326735
2020-02-10,0.379407346
2020-02-10,0.313157342
2020-02-10,0.436679164
2020-02-10,0.356334106
2020-02-10,0.358056683
2020-02-10,0.347252914
2020-02-10,0.322556927
2020-02-10,0.349533056
2020-02-10,0.339665173
2020-02-10,0.344484613
2020-02-10,0.393996742
2020-02-10,0.32099211
2020-02-10,0.369671369
2020-02-10,0.352241553
2020-02-10,0.32717314
2020-02-10,0.331693229
2020-02-10,0.377430233
2020-02-10,0.360491834
2020-02-10,0.370688272
2020-02-10,0.355796714
2020-02-10,0.358051846
2020-02-10,0.339417441
2020-02-10,0.333775222
2020-02-10,0.311437438
2020-02-10,0.32989552
2020-02-10,0.434313094
2020-02-10,0.338914844
2020-02-10,0.424601977
2020-02-10,0.371901217
2020-02-10,0.322845453
2020-02-10,0.401487165
2020-02-10,0.301028929
2020-02-10,0.358476406
2020-02-10,0.35080269
2020-02-10,0.389851788
2020-02-10,0.333946104
2020-02-10,0.446732971
2020-02-10,0.358747442
2020-02-10,0.334465705
2020-02-10,0.386495491
2020-02-10,0.403523549
2020-02-10,0.34469172
2020-02-10,0.367496624
2020-02-10,0.378475492
2020-02-10,0.46151703
2020-02-10,0.368523638
2020-02-10,0.337806701
2020-02-10,0.354419384
2020-02-10,0.33982236
2020-02-10,0.438502307
2020-02-10,0.356679533
2020-02-10,0.388945968
2020-02-10,0.360782573
2020-02-18,0.367477498
2020-02-18,0.333123751
2020-02-18,0.325600081
2020-02-18,0.380109247
2020-02-18,0.407658449
2020-02-18,0.37055018
2020-02-18,0.391333362
2020-02-18,0.445555673
2020-02-18,0.416159273
2020-02-18,0.429910961
2020-02-18,0.352180289
2020-02-18,0.335530604
2020-02-18,0.352735357
2020-02-18,0.351781785
2020-02-18,0.393278425
2020-02-18,0.384725206
2020-02-18,0.355613777
2020-02-18,0.396414883
2020-02-18,0.420975864
2020-02-18,0.382373694
2020-02-18,0.31959324
2020-02-18,0.370750727
2020-02-18,0.367779654
2020-02-18,0.364967775
2020-02-18,0.346979482
2020-02-18,0.42593091
2020-02-18,0.361202201
2020-02-18,0.325375664
2020-02-18,0.354385194
2020-02-18,0.32494441
2020-02-18,0.429204408
2020-02-18,0.405704883
2020-02-18,0.420615751
2020-02-18,0.349836954
2020-02-18,0.381323854
2020-02-18,0.384928659
2020-02-18,0.356112069
2020-02-18,0.374568164
2020-02-18,0.353782211
2020-02-18,0.414085461
2020-02-18,0.355894244
2020-02-18,0.345370622
2020-02-18,0.402138449
2020-02-18,0.370488581
2020-02-18,0.378290717
2020-02-18,0.416622909
2020-02-18,0.398414845
2020-02-18,0.341534419
2020-02-18,0.425219183
2020-02-18,0.381685797
2020-02-18,0.522998486
2020-02-18,0.349991772
2020-02-18,0.404627302
2020-02-18,0.388900846
2020-02-18,0.445031211
2020-02-18,0.478796042
2020-02-18,0.444151293
2020-02-18,0.485602047
2020-02-18,0.375519864
2020-02-18,0.473411995
2020-02-18,0.415695905
2020-02-18,0.349884034
2020-02-18,0.34129518
2020-02-20,0.380087079
2020-02-20,0.359680748
2020-02-20,0.323934953
2020-02-20,0.379492194
2020-02-20,0.339597077
2020-02-20,0.340101797
2020-02-20,0.380537076
2020-02-20,0.439215614
2020-02-20,0.35914073
2020-02-20,0.316053199
2020-02-20,0.305737899
2020-02-20,0.409916098
2020-02-20,0.310237642
2020-02-20,0.406689299
2020-02-20,0.307982952
2020-02-20,0.34007414
2020-02-20,0.395793335
2020-02-20,0.390743874
2020-02-20,0.376492201
2020-02-20,0.335142927
2020-02-20,0.356093087
2020-02-20,0.34731401
2020-02-20,0.307111917
2020-02-20,0.312218155
2020-02-20,0.331483423
2020-02-20,0.343962259
2020-02-20,0.344386204
2020-02-20,0.415542663
2020-02-20,0.352554552
2020-02-20,0.337919346
2020-02-20,0.349583497
2020-02-20,0.405794047
2020-02-20,0.412001062
2020-02-20,0.340608147
2020-02-20,0.334194979
2020-02-20,0.350344092
2020-02-20,0.372226507
2020-02-20,0.328417662
2020-02-20,0.34294849
2020-02-20,0.337425943
2020-02-20,0.331073564
2020-02-20,0.395647881
2020-02-20,0.356245148
2020-02-20,0.313179034
2020-02-20,0.360088132
2020-02-20,0.379800278
2020-02-20,0.314158475
2020-02-20,0.34912233
2020-02-20,0.379424134
2020-02-20,0.331707678
2020-02-20,0.346434668
2020-02-20,0.33121953
2020-02-20,0.327524861
2020-02-20,0.362180085
2020-02-20,0.361342739
2020-02-20,0.320079802
2020-02-20,0.337876683
2020-02-20,0.333321366
2020-02-20,0.352945789
2020-02-20,0.31863481
2020-02-20,0.317624491
2020-02-20,0.365692539
2020-02-20,0.329271929
2020-02-27,0.331503386
2020-02-27,0.404618916
2020-02-27,0.372816075
2020-02-27,0.349212174
2020-02-27,0.323322758
2020-02-27,0.35839671
2020-02-27,0.395255234
2020-02-27,0.460223551
2020-02-27,0.398190964
2020-02-27,0.392604373
2020-02-27,0.387246663
2020-02-27,0.400581075
2020-02-27,0.430560568
2020-02-27,0.379858793
2020-02-27,0.318252186
2020-02-27,0.40511912
2020-02-27,0.363830201
2020-02-27,0.349646014
2020-02-27,0.36653215
2020-02-27,0.335174338
2020-02-27,0.391546872
2020-02-27,0.489287448
2020-02-27,0.335662277
2020-02-27,0.393468519
2020-02-27,0.337417801
2020-02-27,0.348013448
2020-02-27,0.431409681
2020-02-27,0.338042603
2020-02-27,0.361609624
2020-02-27,0.353511316
2020-02-27,0.339313977
2020-02-27,0.387071954
2020-02-27,0.344430164
2020-02-27,0.355135874
2020-02-27,0.381412531
2020-02-27,0.358323018
2020-02-27,0.359973206
2020-02-27,0.352200665
2020-02-27,0.347748785
2020-02-27,0.331879914
2020-02-27,0.341666651
2020-02-27,0.342479959
2020-02-27,0.386432951
2020-02-27,0.411393884
2020-02-27,0.33094253
2020-02-27,0.391492195
2020-02-27,0.422860332
2020-02-27,0.33128693
2020-02-27,0.375437823
2020-02-27,0.352160414
2020-02-27,0.345525411
2020-02-27,0.420723574
2020-02-27,0.379522813
2020-02-27,0.31980223
2020-02-27,0.380286012
2020-02-27,0.356158515
2020-02-27,0.357845644
2020-02-27,0.383193397
2020-02-27,0.344129284
2020-02-27,0.336823943
2020-02-27,0.356974463
2020-02-27,0.309452549
2020-02-27,0.341230829
2020-03-01,0.393722089
2020-03-01,0.431390961
2020-03-01,0.378691425
2020-03-01,0.423628825
2020-03-01,0.396702411
2020-03-01,0.412582482
2020-03-01,0.411352176
2020-03-01,0.496239244
2020-03-01,0.386641848
2020-03-01,0.37469402
2020-03-01,0.378138028
2020-03-01,0.376690968
2020-03-01,0.416653115
2020-03-01,0.424213956
2020-03-01,0.397460454
2020-03-01,0.459501155
2020-03-01,0.412536462
2020-03-01,0.369637896
2020-03-01,0.367398023
2020-03-01,0.429033745
2020-03-01,0.415982459
2020-03-01,0.392691423
2020-03-01,0.424716424
2020-03-01,0.514349526
2020-03-01,0.451290472
2020-03-01,0.447578554
2020-03-01,0.409004121
2020-03-01,0.485448161
2020-03-01,0.507794762
2020-03-01,0.423180122
2020-03-01,0.429835142
2020-03-01,0.371570933
2020-03-01,0.499592202
2020-03-01,0.375172972
2020-03-01,0.405190605
2020-03-01,0.436957274
2020-03-01,0.410667517
2020-03-01,0.398123252
2020-03-01,0.500558001
2020-03-01,0.431475381
2020-03-01,0.380470454
2020-03-01,0.427074959
2020-03-01,0.39609111
2020-03-01,0.412102772
2020-03-01,0.438244967
2020-03-01,0.443316113
2020-03-01,0.372398882
2020-03-01,0.35634929
2020-03-01,0.411261594
2020-03-01,0.408488855
2020-03-01,0.434511943
2020-03-01,0.432858147
2020-03-01,0.408206895
2020-03-01,0.357635233
2020-03-01,0.372400011
2020-03-01,0.43993007
2020-03-01,0.355652466
2020-03-01,0.436114903
2020-03-01,0.384385842
2020-03-01,0.429423717
2020-03-01,0.367182293
2020-03-01,0.441037948
2020-03-01,0.453257349
2020-03-28,0.565353457
2020-03-28,0.585614159
2020-03-28,0.472728291
2020-03-28,0.522049234
2020-03-28,0.526740417
2020-03-28,0.505407717
2020-03-28,0.526118157
2020-03-28,0.480585417
2020-03-28,0.495536356
2020-03-28,0.52030943
2020-03-28,0.496611113
2020-03-28,0.488632554
2020-03-28,0.518579185
2020-03-28,0.491913484
2020-03-28,0.486392642
2020-03-28,0.488200423
2020-03-28,0.543887358
2020-03-28,0.608829682
2020-03-28,0.555392198
2020-03-28,0.501392814
2020-03-28,0.535767679
2020-03-28,0.576585325
2020-03-28,0.461730688
2020-03-28,0.485156832
2020-03-28,0.538901241
2020-03-28,0.480988179
2020-03-28,0.502540388
2020-03-28,0.482592968
2020-03-28,0.491341479
2020-03-28,0.517068692
2020-03-28,0.514878691
2020-03-28,0.492482183
2020-03-28,0.506113816
2020-03-28,0.466968727
2020-03-28,0.516077601
2020-03-28,0.503984786
2020-03-28,0.471471033
2020-03-28,0.551552904
2020-03-28,0.526584553
2020-03-28,0.610960355
2020-03-28,0.519971799
2020-03-28,0.4941181
2020-03-28,0.50326694
2020-03-28,0.539663059
2020-03-28,0.492536096
2020-03-28,0.481329679
2020-03-28,0.484101673
2020-03-28,0.521536414
2020-03-28,0.625144369
2020-03-28,0.514799679
2020-03-28,0.472776948
2020-03-28,0.519528043
2020-03-28,0.499890166
2020-03-28,0.506230105
2020-03-28,0.510137853
2020-03-28,0.516880007
2020-03-28,0.565404875
2020-03-28,0.505239624
2020-03-28,0.582980274
2020-03-28,0.534583779
2020-03-28,0.561769679
2020-03-28,0.522937494
2020-03-28,0.477213114
2020-06-09,0.459487306
2020-06-09,0.486451867
2020-06-09,0.498423608
2020-06-09,0.501772394
2020-06-09,0.483367927
2020-06-09,0.50784822
2020-06-09,0.452565736
2020-06-09,0.519513992
2020-06-09,0.510951293
2020-06-09,0.54569149
2020-06-09,0.495828903
2020-06-09,0.474147373
2020-06-09,0.492388844
2020-06-09,0.496404727
2020-06-09,0.440897254
2020-06-09,0.488349713
2020-06-09,0.525308914
2020-06-09,0.493906673
2020-06-09,0.646253546
2020-06-09,0.509355721
2020-06-09,0.479275551
2020-06-09,0.587113662
2020-06-09,0.478637224
2020-06-09,0.54828659
2020-06-09,0.536591387
2020-06-09,0.516594757
2020-06-09,0.490373734
2020-06-09,0.467731805
2020-06-09,0.502523017
2020-06-09,0.492427278
2020-06-09,0.500093203
2020-06-09,0.493897825
2020-06-09,0.502509638
2020-06-09,0.49838459
2020-06-09,0.505378812
2020-06-09,0.489903488
2020-06-09,0.486612051
2020-06-09,0.518730505
2020-06-09,0.495042359
2020-06-09,0.488252336
2020-06-09,0.43959214
2020-06-09,0.495221637
2020-06-09,0.449500035
2020-06-09,0.520736715
2020-06-09,0.635186799
2020-06-09,0.516692769
2020-06-09,0.514537121
2020-06-09,0.511191027
2020-06-09,0.480068028
2020-06-09,0.495180572
2020-06-09,0.485425307
2020-06-09,0.520018431
2020-06-09,0.458421765
2020-06-09,0.466290733
2020-06-09,0.458692519
2020-06-09,0.482610088
2020-06-09,0.522763842
2020-06-09,0.495792453
2020-06-09,0.472505604
2020-06-09,0.528267788
2020-06-09,0.657893691
2020-06-09,0.578725117
2020-06-09,0.649300172
2020-07-22,0.431724851
2020-07-22,0.435808901
2020-07-22,0.452497691
2020-07-22,0.444447518
