,Task ID,TF1,TF2,TF3,TF16,TF17,TF19,TF20,TF21,TF23,TF27,TF32,TF33,TF37,TF52,TF67,TF69,TF85,TF105,TF113,SF1,SF2,SF3,SF4,SF5,SF6,SF7,SF8,SF9,SF10,SF11,SF12,SF13,SF14,SF15,SF16,SF17,SF18
14,2020-02-10,-0.0906515580736543,0.2066066951777023,0.5798292461851289,-0.5260577303281941,-0.6541923622017085,0.662731871838111,0.8866930171277998,0.1595330739299614,0.6491228070175437,-0.5992885275060349,-0.641246659926516,-0.5022354929261008,0.3018396138477628,-0.2527855153203342,-0.9993571353703652,-1.0,-0.5658854363763667,-0.9467726396917148,0.9999999999999998,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
15,2020-02-18,0.6685552407932012,0.1942191417195102,0.6040235656501289,-0.5723210755239219,-0.6312866281074041,0.662731871838111,0.8866930171277998,0.1955764898627894,0.7017543859649122,-0.5992885275060349,-0.6826749970792226,-0.5408180506653998,0.4992214886699682,-0.2019498607242339,-0.99934937130479,-0.9994998749687422,-0.5380107186986182,-0.9468930635838152,0.598645215918713,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
16,2020-02-20,0.5269121813031161,0.3664651231381801,0.7499094556766654,-0.632502965599052,-0.6420117209943694,0.662731871838111,-1.0,0.2787220970714728,0.736842105263158,-0.5992885275060349,-0.6606612871898797,-0.5223234607691497,0.5087215091909292,-0.1782729805013927,-0.9992018540588594,-0.9989997499374844,-0.4255863175518938,-0.9514691714836224,0.4851820491109229,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
17,2020-02-27,0.1473087818696885,0.4263382981861081,0.726356574462871,-0.5592724396994875,-0.683916191059869,0.662731871838111,-1.0,0.2914192095023553,0.6842105263157894,-0.5992885275060349,-0.5949360968700091,-0.4550795683900523,0.5507045560716399,-0.1671309192200556,-0.9992065124982046,-0.9994998749687422,-0.3844230683974272,-0.9527938342967244,0.6155800169348009,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
18,2020-03-01,-0.0594900849858356,0.1785872290222681,0.6485431974993086,-0.8037959667852892,-0.745125828321906,0.662731871838111,-1.0,0.6727421667007989,0.5438596491228069,-0.4760230946230184,-0.5851887843092939,-0.429898246953653,0.5449170906979264,-0.5967966573816156,-0.9983268438685232,-0.9989997499374844,-0.3368484936599556,-0.993135838150289,-0.4038950042337003,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
20,2020-03-28,-0.9660056657223796,-0.116649461731308,-0.6059377345713655,0.8986160537761965,0.9665223886314016,1.0,0.8866930171277998,-0.6035224247388897,0.0701754385964914,-0.8485579977131241,-0.3465330377235738,-0.5095154175422738,-0.1612550549141083,0.1511142061281336,-0.9982321222685048,-0.9989997499374844,-0.7912199520253521,-0.7539739884393064,-0.4597798475867909,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
22,2020-06-09,-0.9830028328611898,-0.3655802978911665,-0.6524093380889596,0.3533412415974695,0.9801585781591148,1.0,0.8866930171277998,-0.280770018431292,0.1578947368421053,-0.8301500585835486,-0.5646175618207799,-0.5677172872229186,-0.178558584521067,-0.1838440111420612,-0.998109450032415,-0.9989997499374844,-0.6830903372370886,-0.8374277456647399,-0.327688399661304,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
23,2020-07-22,-0.9518413597733713,-0.2965639286240968,-0.5745248543899089,0.0359035191775394,0.376565672041981,1.0,-0.9525691699604744,0.2234282203563387,0.1403508771929824,-1.0,-0.4413810582310289,-0.4109507668940513,-0.4018727716214616,-0.4547353760445681,-0.998097803934052,-0.9979994998749686,-0.8732502057094501,-0.9301541425818882,-0.5224386113463166,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
24,2020-08-04,-1.0,0.0735879663766405,-0.406365786752673,0.6638987742190583,0.6511280499482894,1.0,-0.9525691699604744,-0.2975629735818139,0.263157894736842,-0.7710300822992984,-0.3763121676370462,-0.4063398326184408,-0.2490318818789634,0.1197771587743732,-0.998055101573388,-0.9979994998749686,-0.8189951928913858,-0.7714354527938343,-0.8933107535986452,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
25,2020-09-01,-1.0,0.3759032591063265,-0.2670800313023127,1.0,0.7376182633010306,1.0,-0.9367588932806326,-0.5347122670489455,0.2105263157894734,-0.9277234291844888,-0.1948295987086399,-0.3079079773193198,0.0119036525176865,0.4860724233983287,-0.9982096064783365,-0.9989997499374844,-0.6349428385486694,-0.6109104046242775,-0.1160033869602032,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
26,2020-10-23,-0.9971671388101984,0.5561126677481196,-0.2360123499664992,0.8034796362198495,0.8485463668747846,1.0,0.8866930171277998,-0.4941634241245132,0.2456140350877191,-0.9482770790101498,-0.2533734182350309,-0.3200717016781564,-0.0969399274110698,0.9045961002785516,-0.9981925255340708,-0.9994998749687422,-0.5367348871086061,-0.5852601156069365,0.3920406435224386,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
27,2020-10-28,-0.9971671388101984,0.3888806960625275,-0.2884977402757116,0.9160933175168058,0.9169571379323558,1.0,0.8866930171277998,-0.5646119189023135,0.2105263157894734,-0.9482770790101498,-0.1916360343155072,-0.2826491700630658,-0.0781262297981724,0.7506963788300836,-0.9981948547537433,-0.9989997499374844,-0.5708643970192068,-0.5390173410404624,0.4089754445385265,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
28,2020-10-30,-0.9971671388101984,0.407167084500811,-0.267907914615504,0.7032028469750884,0.7973723522426939,1.0,0.8866930171277998,-0.4044644685644067,0.2280701754385963,-0.9482770790101498,-0.2607285385076758,-0.2955928619092394,0.0202541968305052,0.6399721448467968,-0.998175444589805,-0.9989997499374844,-0.5849234897824322,-0.6860549132947977,0.1837425910245553,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
29,2021-03-15,-0.9915014164305948,0.405102492257779,0.332605307576149,-0.8793989719256636,-0.2261845482054623,1.0,0.8682476943346509,0.9369240221175512,0.7543859649122808,-0.5914962097149875,-0.4631340530597125,-0.1437649717966374,0.8219611510238061,-0.4777158774373259,-0.998256190871788,-0.9984996249062263,0.1760538290652991,-0.966281310211946,-0.6121930567315834,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
30,2021-03-18,-0.9915014164305948,0.6121516000589882,0.4449891894480764,-0.845156188216686,-0.2184471597655801,1.0,0.8682476943346509,0.9381527749334428,0.736842105263158,0.7407360352348282,-0.4554778120295262,-0.1323720410223523,0.9072409222803588,-0.4352367688022284,-0.9981964075668583,-0.9979994998749686,0.2934600770848081,-0.9689306358381504,-0.0279424216765453,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
31,2021-03-22,-0.9971671388101984,0.4617313080666567,0.3746027994679666,-0.9776986951364162,-0.2862450683724669,1.0,0.8682476943346509,0.9737866065943072,0.7543859649122808,0.3028416550205395,-0.5089937409227115,-0.146792642582511,0.8422421099425221,-0.4825905292479108,-0.9982305694553896,-0.9979994998749686,0.2977779172701928,-0.9814547206165704,-0.4885690093141406,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
32,2021-03-23,-0.9971671388101984,0.4909305412181093,0.3881994404901325,-0.9911427441676556,-0.2957444363580648,1.0,0.8682476943346509,0.9684620110587764,0.7543859649122808,0.3028416550205395,-0.5276070936571388,-0.1787245424267911,0.8501367075673019,-0.4658774373259052,-0.9982818122881866,-0.9989997499374844,0.3177808185575939,-0.970616570327553,0.0702794242167654,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
33,2021-03-25,-0.9971671388101984,0.6422356584574547,0.4457976258666321,-0.8143139580862009,-0.1398475504653924,1.0,0.8866930171277998,0.9070243702641824,0.736842105263158,-0.3518259715693332,-0.5997637701053449,-0.2277308808588616,0.894504520264537,-0.3377437325905292,-0.998249979619328,-0.9989997499374844,0.3865845707003639,-0.964956647398844,-0.1888230313293819,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
34,2021-03-29,-0.9971671388101984,0.487686181979059,0.365432381628197,-0.9862396204033228,-0.3340483395257976,1.0,0.8866930171277998,0.947573213188614,0.6666666666666665,-0.3856773811036293,-0.5794370620119059,-0.1742722238534761,0.815502835865761,-0.4435933147632311,-0.9982336750816198,-0.9984996249062263,0.2991826907915456,-0.9703757225433526,0.3988145639288738,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
35,2021-04-06,-0.9971671388101984,0.3930098805485915,0.3294106532814986,-0.943534994068802,-0.1868847435553684,1.0,-0.9920948616600792,1.0000000000000004,0.6842105263157894,0.2296051609988847,-0.4440943572854676,-0.0588865876463933,0.7823384430442031,-0.5717270194986073,-0.9982779302553988,-0.9989997499374844,0.5384971251668791,-0.9818159922928708,-0.0550381033022862,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
36,2021-04-08,-0.9971671388101984,0.6056628815808878,0.4155028318770712,-0.8243574535389495,-0.0642356456122881,1.0,-0.9920948616600792,0.9373336063895148,0.736842105263158,0.3374271234771806,-0.4579656642359591,-0.0752514379451101,0.7819112912206927,-0.4101671309192199,-0.9982344514881772,-0.9984996249062263,0.5891924175038918,-0.973747591522158,-0.1685012701100762,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
37,2021-04-12,-0.9971671388101984,0.5080371626603746,0.3971752089750096,-0.9006722024515614,-0.1442908032328493,1.0,-0.9920948616600792,0.9315994265820202,0.7543859649122808,1.0,-0.6532074521453503,-0.3120973077924593,0.8913364803734691,-0.4366295264623955,-0.998215041324239,-0.9984996249062263,0.4057405769651685,-0.96868978805395,-0.54614733276884,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
38,2021-04-20,-0.9971671388101984,0.5053826869193334,0.4383488180413115,-1.0,-0.2408166392155357,1.0,0.8866930171277998,0.9848453819373346,0.7894736842105261,-0.3901382007086492,-0.6434652977403966,-0.3153607784983681,0.7014232609384405,-0.5571030640668524,-0.9981832086553803,-0.9979994998749686,0.5168994586613469,-0.9726637764932564,-0.1210838272650296,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
40,2021-04-28,-0.9971671388101984,0.5549329007521013,0.5010226085542138,-0.9958086200079066,-0.2590492971233771,1.0,0.8866930171277998,1.0000000000000004,0.807017543859649,0.4381625940512994,-0.5865407647684955,-0.2293743907414398,0.7103120709802482,-0.5027855153203342,-0.4947511034678199,-0.9989997499374844,0.583416235264995,-0.9769990366088632,-0.6104995766299746,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
41,2021-05-05,-0.9971671388101984,0.5564076094971242,0.5381697339339218,-0.8617635429023327,-0.0883671046079594,1.0,0.9617918313570488,0.9492115502764702,0.8245614035087718,0.4381625940512994,-0.6228034747543674,-0.2709424297451626,0.6310370873655173,-0.4171309192200556,-0.9981366242619284,-0.9974993748437108,0.5809654831389806,-0.9627890173410404,-0.6731583403895004,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
42,2021-05-06,-0.9915014164305948,0.6348621147323403,0.5776460623653692,-0.8686437327006722,-0.1105067606389087,1.0,0.9617918313570488,0.9643661683391368,0.8245614035087718,0.4381625940512994,-0.5875258701017325,-0.2348442771222065,0.7102680218934376,-0.4136490250696378,-0.9981148848783176,-0.9974993748437108,0.634802356394849,-0.9641136801541426,-0.6816257408975445,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
43,2021-05-13,-0.9943342776203966,0.7227547559357028,0.6202693026930912,-0.7909845788849346,-0.2125483586777492,1.0,0.9617918313570488,0.904566864632398,0.8421052631578947,-0.4307655387568995,-0.5427207493020954,-0.2000126585646797,0.6290688894958096,-0.3711699164345403,0.4296393203336995,1.0000000000000002,0.5159434182176819,-0.9548410404624278,-0.7476714648602879,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
44,2021-05-20,-0.9915014164305948,0.6015336970948237,0.5807720898259823,-0.8549624357453531,-0.2908415367525951,1.0,0.9617918313570488,0.9410198648371906,0.8771929824561404,-0.6069114470842333,-0.4680892122226888,-0.1248046933937596,0.5181159261422139,-0.4728412256267409,0.733277173259005,1.0000000000000002,0.5126369563244892,-0.9719412331406552,-0.5732430143945808,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
45,2021-05-24,-0.9943342776203966,0.4204394632060166,0.4864239098008869,-0.7970739422696713,-0.2644118435668594,1.0,0.9617918313570488,0.945934876100758,0.9298245614035086,-0.4675249509451008,-0.5031266095969745,-0.1831362499738626,0.4321907400050024,-0.5710306406685237,1.0,1.0000000000000002,0.3530775871858267,-0.9733863198458574,0.004233700254022,-0.8181818181818181,-0.0526315789473683,-0.0526315789473683,-0.8181818181818181,-0.8181818181818181,-0.8181818181818181,0.3333333333333332,-0.7073170731707317,-0.0526315789473683,-0.6326530612244898,-0.0526315789473683,0.1428571428571428,-0.0526315789473683,-0.0526315789473683,-0.5384615384615385,0.2000000000000001,-0.996,0.5
