,Task ID,Cost
88,2021-10-27,0.485521888
89,2021-10-28,0.46478883
90,2021-10-29,0.48062089
91,2021-10-31,0.462124855
92,2021-11-02,0.487757737
93,2021-11-03,0.458608961
94,2021-11-05,0.694525437
95,2021-11-08,0.439682438
96,2021-11-10,0.438117893
97,2021-11-11,0.430054147
98,2021-11-12,0.4379013
99,2021-11-15,0.445286119
100,2021-11-16,0.416611142
101,2021-11-17,0.409988848
102,2021-11-18,0.456359348
103,2021-11-22,0.459888381
104,2021-11-23,0.434872416
105,2021-11-25,0.459481414
106,2021-11-26,0.471324468
107,2021-11-29,0.439474936
108,2021-11-30,0.466391677
109,2021-12-01,0.428787517
110,2021-12-02,0.41724582
111,2021-12-03,0.400700884
112,2021-12-09,0.407607061
113,2021-12-10,0.456712336
114,2021-12-14,0.465851216
115,2021-12-15,0.444914442
116,2021-12-16,0.47976939
117,2021-12-17,0.465665225
118,2021-12-21,0.457397351
119,2021-12-22,0.48600955
120,2019-05-30,0.521678711
121,2019-09-26,0.389783227
122,2019-11-29,0.433162798
123,2020-01-03,0.475218379
124,2020-01-07,0.457024289
125,2020-01-08,0.481125398
126,2020-01-09,0.480055152
127,2020-01-10,0.475210366
128,2020-01-14,0.472797623
129,2020-01-15,0.467864156
130,2020-01-16,0.420706657
131,2020-01-17,0.48413258
132,2020-01-22,0.456538759
133,2020-01-24,0.442756506
134,2020-02-10,0.434313094
135,2020-02-18,0.429204408
136,2020-02-20,0.390743874
137,2020-02-27,0.460223551
138,2020-03-01,0.514349526
139,2020-03-03,0.541785403
140,2020-03-28,0.625144369
141,2020-05-06,0.63036667
142,2020-06-09,0.635186799
143,2020-07-22,0.576488549
144,2020-08-04,0.583844065
145,2020-09-01,0.524788572
146,2020-10-23,0.528873591
147,2020-10-28,0.527175116
148,2020-10-30,0.542244978
149,2021-03-15,0.401643097
150,2021-03-18,0.403757398
151,2021-03-22,0.404323755
152,2021-03-23,0.374505386
153,2021-03-25,0.410422486
154,2021-03-29,0.385687648
155,2021-04-06,0.387627007
156,2021-04-08,0.3810688
157,2021-04-12,0.386575508
158,2021-04-20,0.341266383
159,2021-04-22,0.347895219
160,2021-04-28,0.34384408
161,2021-05-05,0.366003334
162,2021-05-06,0.338357621
163,2021-05-13,0.34121905
164,2021-05-20,0.382053703
165,2021-05-24,0.44014306
166,2021-05-31,0.462025029
167,2021-06-01,0.419077463
168,2021-06-08,0.435315271
169,2021-06-14,0.410913369
170,2021-06-17,0.426666079
171,2021-06-21,0.452619643
172,2021-06-24,0.403398963
173,2021-06-30,0.421080525
174,2021-07-08,0.380305761
175,2021-07-15,0.403731811
176,2021-07-19,0.394470427
177,2021-07-22,0.391170029
178,2021-08-30,0.425624271
179,2021-09-09,0.474929906
180,2021-09-14,0.45457311
181,2021-09-17,0.453474371
182,2021-09-20,0.485959198
183,2021-09-21,0.493653368
184,2021-09-22,0.437643119
185,2021-09-23,0.412347606
186,2021-09-24,0.447307729
187,2021-09-27,0.471025417
188,2021-09-28,0.470067956
189,2021-09-29,0.491767829
190,2021-09-30,0.433273224
191,2021-10-01,0.487005704
192,2021-10-02,0.482054201
193,2021-10-04,0.479794047
194,2021-10-05,0.507296756
195,2021-10-06,0.509734124
196,2021-10-07,0.548707966
197,2021-10-08,0.560526962
198,2021-10-11,0.533131609
199,2021-10-13,0.553723425
200,2021-10-14,0.558541449
201,2021-10-15,0.522475157
202,2021-10-18,0.580618447
203,2021-10-19,0.513937964
204,2021-10-20,0.505590138
205,2021-10-21,0.52255983
206,2021-10-22,0.521710705
207,2021-10-26,0.495981007
208,2021-10-27,0.525986362
209,2021-10-28,0.509814701
210,2021-10-29,0.515316942
211,2021-10-31,0.486761359
212,2021-11-02,0.507282945
213,2021-11-03,0.520129342
214,2021-11-05,0.684282702
215,2021-11-08,0.486947216
216,2021-11-10,0.460460048
217,2021-11-11,0.439622418
218,2021-11-12,0.475332617
219,2021-11-15,0.455318957
220,2021-11-16,0.496539954
221,2021-11-17,0.449288462
222,2021-11-18,0.486250397
223,2021-11-22,0.486452587
224,2021-11-23,0.475771769
225,2021-11-25,0.517110753
226,2021-11-26,0.517696689
227,2021-11-29,0.478384877
228,2021-11-30,0.475686653
229,2021-12-01,0.42285654
230,2021-12-02,0.437203809
231,2021-12-03,0.423409444
232,2021-12-09,0.44000022
233,2021-12-10,0.421659724
234,2021-12-14,0.498199079
235,2021-12-15,0.505856313
236,2021-12-16,0.504740994
237,2021-12-17,0.530238402
238,2021-12-21,0.483275023
239,2021-12-22,0.479817604
240,2019-05-30,0.307330783
241,2019-09-26,0.297319669
242,2019-11-29,0.354567587
243,2020-01-03,0.372456527
244,2020-01-07,0.346182427
245,2020-01-08,0.374083547
246,2020-01-09,0.35124735
247,2020-01-10,0.327328012
248,2020-01-14,0.356186788
249,2020-01-15,0.372067594
250,2020-01-16,0.310797185
251,2020-01-17,0.352676312
252,2020-01-22,0.305729693
253,2020-01-24,0.34814184
254,2020-02-10,0.34469172
255,2020-02-18,0.351781785
256,2020-02-20,0.327524861
257,2020-02-27,0.339313977
258,2020-03-01,0.384385842
259,2020-03-03,0.383366876
260,2020-03-28,0.472728291
261,2020-05-06,0.479385752
262,2020-06-09,0.472505604
263,2020-07-22,0.429385924
264,2020-08-04,0.447619714
265,2020-09-01,0.415919517
266,2020-10-23,0.425957084
267,2020-10-28,0.426599068
268,2020-10-30,0.430367989
269,2021-03-15,0.337122163
270,2021-03-18,0.36053358
271,2021-03-22,0.347931027
272,2021-03-23,0.330303366
273,2021-03-25,0.318172335
274,2021-03-29,0.348605133
275,2021-04-06,0.343118873
276,2021-04-08,0.31746139
277,2021-04-12,0.365309534
278,2021-04-20,0.331378645
279,2021-04-22,0.333414072
280,2021-04-28,0.339035467
281,2021-05-05,0.354429536
282,2021-05-06,0.31983586
283,2021-05-13,0.339030712
284,2021-05-20,0.346400335
285,2021-05-24,0.370247693
286,2021-05-31,0.390139113
287,2021-06-01,0.374978613
288,2021-06-08,0.391735338
289,2021-06-14,0.389480268
290,2021-06-17,0.378420344
291,2021-06-21,0.435204265
292,2021-06-24,0.396975306
293,2021-06-30,0.428422961
294,2021-07-08,0.376916635
295,2021-07-15,0.356544326
296,2021-07-19,0.371802331
297,2021-07-22,0.365862106
298,2021-08-30,0.428989675
299,2021-09-09,0.444985762
300,2021-09-14,0.41121477
301,2021-09-17,0.409713652
302,2021-09-20,0.48142785
303,2021-09-21,0.443974582
304,2021-09-22,0.420404906
305,2021-09-23,0.403466907
306,2021-09-24,0.385026767
307,2021-09-27,0.467874404
308,2021-09-28,0.430374883
309,2021-09-29,0.461550415
310,2021-09-30,0.450210976
311,2021-10-01,0.439063814
312,2021-10-02,0.406720433
313,2021-10-04,0.44239918
314,2021-10-05,0.439746077
315,2021-10-06,0.449248718
316,2021-10-07,0.453347835
317,2021-10-08,0.442526903
318,2021-10-11,0.483015715
319,2021-10-13,0.516258868
320,2021-10-14,0.478141008
321,2021-10-15,0.484341109
322,2021-10-18,0.511178196
323,2021-10-19,0.477275331
324,2021-10-20,0.441584987
325,2021-10-21,0.445774455
326,2021-10-22,0.478284758
327,2021-10-26,0.446665745
328,2021-10-27,0.475037777
329,2021-10-28,0.441374256
330,2021-10-29,0.447074496
331,2021-10-31,0.416209181
332,2021-11-02,0.485978315
333,2021-11-03,0.454084568
334,2021-11-05,0.651851757
335,2021-11-08,0.44315036
336,2021-11-10,0.418244574
337,2021-11-11,0.405794655
338,2021-11-12,0.407426411
339,2021-11-15,0.428113589
340,2021-11-16,0.40893364
341,2021-11-17,0.404852038
342,2021-11-18,0.400663441
343,2021-11-22,0.42121057
344,2021-11-23,0.387715344
345,2021-11-25,0.425842891
346,2021-11-26,0.445299728
347,2021-11-29,0.414388852
348,2021-11-30,0.412640415
349,2021-12-01,0.399907162
350,2021-12-02,0.378734373
351,2021-12-03,0.346022051
352,2021-12-09,0.428507311
353,2021-12-10,0.410672421
354,2021-12-14,0.427230929
355,2021-12-15,0.418513564
356,2021-12-16,0.462173993
357,2021-12-17,0.430916028
358,2021-12-21,0.39405376
359,2021-12-22,0.413782456
360,2019-05-30,0.357689236
361,2019-09-26,0.324714287
362,2019-11-29,0.347752388
363,2020-01-03,0.355952397
364,2020-01-07,0.348770652
365,2020-01-08,0.381069093
366,2020-01-09,0.386700863
367,2020-01-10,0.358690473
368,2020-01-14,0.365935407
369,2020-01-15,0.372043739
370,2020-01-16,0.340347033
371,2020-01-17,0.34573883
372,2020-01-22,0.331142541
373,2020-01-24,0.365598644
374,2020-02-10,0.347252914
375,2020-02-18,0.381685797
376,2020-02-20,0.334194979
377,2020-02-27,0.361609624
378,2020-03-01,0.427074959
379,2020-03-03,0.418319945
380,2020-03-28,0.506113816
381,2020-05-06,0.503666594
382,2020-06-09,0.498423608
383,2020-07-22,0.451581984
384,2020-08-04,0.476555645
385,2020-09-01,0.432694302
386,2020-10-23,0.436401571
387,2020-10-28,0.444923462
388,2020-10-30,0.422609094
389,2021-03-15,0.342814219
390,2021-03-18,0.368478151
391,2021-03-22,0.373617768
392,2021-03-23,0.350984297
393,2021-03-25,0.325909162
394,2021-03-29,0.353325915
395,2021-04-06,0.338705684
396,2021-04-08,0.34590731
397,2021-04-12,0.39920655
398,2021-04-20,0.367016281
399,2021-04-22,0.32899421
400,2021-04-28,0.34017018
401,2021-05-05,0.352514311
402,2021-05-06,0.365107533
403,2021-05-13,0.331916924
404,2021-05-20,0.363905131
405,2021-05-24,0.408308451
406,2021-05-31,0.436170756
407,2021-06-01,0.428915574
408,2021-06-08,0.463693081
409,2021-06-14,0.401587979
410,2021-06-17,0.38848357
411,2021-06-21,0.456585705
412,2021-06-24,0.431436802
413,2021-06-30,0.436149139
414,2021-07-08,0.411948587
415,2021-07-15,0.378519256
416,2021-07-19,0.373977464
417,2021-07-22,0.377514278
418,2021-08-30,0.452193365
419,2021-09-09,0.424394836
420,2021-09-14,0.424998419
421,2021-09-17,0.439710926
422,2021-09-20,0.486200852
423,2021-09-21,0.442972056
424,2021-09-22,0.399503389
425,2021-09-23,0.386294933
426,2021-09-24,0.399569458
427,2021-09-27,0.409252069
428,2021-09-28,0.438346777
429,2021-09-29,0.432566157
430,2021-09-30,0.422818096
431,2021-10-01,0.430541509
432,2021-10-02,0.419229447
433,2021-10-04,0.447301255
434,2021-10-05,0.421876704
435,2021-10-06,0.475148561
436,2021-10-07,0.468479941
437,2021-10-08,0.476828476
438,2021-10-11,0.487278601
439,2021-10-13,0.496888974
440,2021-10-14,0.516163604
441,2021-10-15,0.516942911
442,2021-10-18,0.535053238
443,2021-10-19,0.507069824
444,2021-10-20,0.45422889
445,2021-10-21,0.493814
446,2021-10-22,0.520961507
447,2021-10-26,0.486625381
448,2021-10-27,0.469856955
449,2021-10-28,0.445800976
450,2021-10-29,0.460669555
451,2021-10-31,0.468351701
452,2021-11-02,0.445763661
453,2021-11-03,0.476522984
454,2021-11-05,0.654394354
455,2021-11-08,0.485379206
456,2021-11-10,0.448183734
457,2021-11-11,0.42582124
458,2021-11-12,0.425136944
459,2021-11-15,0.433421895
460,2021-11-16,0.431601072
461,2021-11-17,0.403257841
462,2021-11-18,0.400777896
463,2021-11-22,0.45585548
464,2021-11-23,0.425996141
465,2021-11-25,0.4643004
466,2021-11-26,0.455440933
467,2021-11-29,0.418104691
468,2021-11-30,0.417485929
469,2021-12-01,0.435978911
470,2021-12-02,0.38354284
471,2021-12-03,0.379840852
472,2021-12-09,0.425319692
473,2021-12-10,0.462961646
474,2021-12-14,0.436781209
475,2021-12-15,0.43002488
476,2021-12-16,0.432075201
477,2021-12-17,0.478848206
478,2021-12-21,0.412836196
479,2021-12-22,0.402187497
480,2019-05-30,0.351981627
481,2019-09-26,0.304175263
482,2019-11-29,0.305571215
483,2020-01-03,0.331405893
484,2020-01-07,0.340765023
485,2020-01-08,0.343565226
486,2020-01-09,0.329679931
487,2020-01-10,0.346804127
488,2020-01-14,0.354556893
489,2020-01-15,0.357791953
490,2020-01-16,0.327735963
491,2020-01-17,0.348515576
492,2020-01-22,0.328830793
493,2020-01-24,0.338499803
494,2020-02-10,0.322845453
495,2020-02-18,0.349884034
496,2020-02-20,0.331483423
497,2020-02-27,0.349212174
498,2020-03-01,0.386641848
499,2020-03-03,0.410847769
500,2020-03-28,0.480585417
501,2020-05-06,0.505321649
502,2020-06-09,0.458692519
503,2020-07-22,0.434676755
504,2020-08-04,0.45730064
505,2020-09-01,0.413596483
506,2020-10-23,0.430380055
507,2020-10-28,0.445925664
508,2020-10-30,0.453199405
509,2021-03-15,0.349917902
510,2021-03-18,0.366798353
511,2021-03-22,0.36407072
512,2021-03-23,0.349958797
513,2021-03-25,0.343344121
514,2021-03-29,0.357812888
515,2021-04-06,0.340195244
516,2021-04-08,0.365495401
517,2021-04-12,0.389196198
518,2021-04-20,0.350221828
519,2021-04-22,0.346859193
520,2021-04-28,0.347770076
521,2021-05-05,0.351554666
522,2021-05-06,0.347673047
523,2021-05-13,0.316547624
524,2021-05-20,0.366059316
525,2021-05-24,0.399554609
526,2021-05-31,0.397061039
527,2021-06-01,0.401567882
528,2021-06-08,0.440405482
529,2021-06-14,0.414297807
530,2021-06-17,0.406014296
531,2021-06-21,0.408471111
532,2021-06-24,0.440132999
533,2021-06-30,0.426422728
534,2021-07-08,0.397117751
535,2021-07-15,0.374723367
536,2021-07-19,0.366069065
537,2021-07-22,0.391540685
538,2021-08-30,0.453953819
539,2021-09-09,0.455701305
540,2021-09-14,0.374947994
541,2021-09-17,0.443477552
542,2021-09-20,0.446467983
543,2021-09-21,0.460923666
544,2021-09-22,0.431031682
545,2021-09-23,0.39095368
546,2021-09-24,0.416752991
547,2021-09-27,0.457341914
548,2021-09-28,0.432421016
549,2021-09-29,0.45147617
550,2021-09-30,0.449050313
551,2021-10-01,0.433699686
552,2021-10-02,0.443566746
553,2021-10-04,0.43911585
554,2021-10-05,0.411948626
555,2021-10-06,0.446866479
556,2021-10-07,0.435351049
557,2021-10-08,0.435623125
558,2021-10-11,0.464490824
559,2021-10-13,0.504194234
560,2021-10-14,0.488721954
561,2021-10-15,0.449960758
562,2021-10-18,0.516560224
563,2021-10-19,0.483262305
564,2021-10-20,0.482978583
565,2021-10-21,0.476041362
566,2021-10-22,0.489136027
567,2021-10-26,0.435690561
568,2021-10-27,0.472163131
569,2021-10-28,0.436254854
570,2021-10-29,0.478848864
571,2021-10-31,0.430565701
572,2021-11-02,0.483215863
573,2021-11-03,0.459120057
574,2021-11-05,0.648640199
575,2021-11-08,0.465258447
576,2021-11-10,0.443802668
577,2021-11-11,0.412331729
578,2021-11-12,0.426401097
579,2021-11-15,0.43303337
580,2021-11-16,0.395305262
581,2021-11-17,0.37069028
582,2021-11-18,0.413999619
583,2021-11-22,0.413732063
584,2021-11-23,0.41078349
585,2021-11-25,0.455125843
586,2021-11-26,0.468899861
587,2021-11-29,0.429559382
588,2021-11-30,0.390883329
589,2021-12-01,0.417169592
590,2021-12-02,0.384793629
591,2021-12-03,0.393195593
592,2021-12-09,0.419767723
593,2021-12-10,0.439619781
594,2021-12-14,0.443406548
595,2021-12-15,0.469106768
596,2021-12-16,0.471103237
597,2021-12-17,0.482001278
598,2021-12-21,0.404395351
599,2021-12-22,0.411997191
600,2019-05-30,0.303812759
601,2019-09-26,0.311381819
602,2019-11-29,0.367878998
603,2020-01-03,0.373415391
604,2020-01-07,0.376182295
605,2020-01-08,0.360626884
606,2020-01-09,0.376981526
607,2020-01-10,0.371017979
608,2020-01-14,0.39280376
609,2020-01-15,0.396482257
610,2020-01-16,0.346734878
611,2020-01-17,0.380103415
612,2020-01-22,0.360765342
613,2020-01-24,0.355537684
614,2020-02-10,0.352241553
615,2020-02-18,0.378290717
616,2020-02-20,0.333321366
617,2020-02-27,0.344430164
618,2020-03-01,0.392691423
619,2020-03-03,0.379856063
620,2020-03-28,0.514878691
621,2020-05-06,0.486798004
622,2020-06-09,0.519513992
623,2020-07-22,0.444916521
624,2020-08-04,0.429999677
625,2020-09-01,0.430992488
626,2020-10-23,0.426091758
627,2020-10-28,0.461807301
628,2020-10-30,0.448254445
629,2021-03-15,0.327548351
630,2021-03-18,0.344894726
631,2021-03-22,0.366192266
632,2021-03-23,0.338926576
633,2021-03-25,0.337921875
634,2021-03-29,0.343345105
635,2021-04-06,0.338822212
636,2021-04-08,0.334014312
637,2021-04-12,0.368742303
638,2021-04-20,0.321858919
639,2021-04-22,0.35316975
640,2021-04-28,0.341044923
641,2021-05-05,0.338864913
642,2021-05-06,0.30226059
643,2021-05-13,0.34289957
644,2021-05-20,0.353414206
645,2021-05-24,0.407400291
646,2021-05-31,0.42595159
647,2021-06-01,0.378516495
648,2021-06-08,0.427767422
649,2021-06-14,0.423003525
650,2021-06-17,0.412065979
651,2021-06-21,0.447770731
652,2021-06-24,0.440205333
653,2021-06-30,0.434966211
654,2021-07-08,0.381973505
655,2021-07-15,0.381925486
656,2021-07-19,0.362687644
657,2021-07-22,0.385547964
658,2021-08-30,0.428193392
659,2021-09-09,0.448155414
660,2021-09-14,0.411836991
661,2021-09-17,0.438584801
662,2021-09-20,0.455688709
663,2021-09-21,0.466036799
664,2021-09-22,0.409402032
665,2021-09-23,0.398367431
666,2021-09-24,0.380517456
667,2021-09-27,0.439635494
668,2021-09-28,0.434190361
669,2021-09-29,0.446965196
670,2021-09-30,0.419695821
671,2021-10-01,0.437681581
672,2021-10-02,0.445107171
673,2021-10-04,0.462424443
674,2021-10-05,0.418534429
675,2021-10-06,0.451038729
676,2021-10-07,0.460138512
677,2021-10-08,0.46150036
678,2021-10-11,0.458995344
679,2021-10-13,0.503988419
680,2021-10-14,0.48815693
681,2021-10-15,0.455938888
682,2021-10-18,0.527201871
683,2021-10-19,0.480170989
684,2021-10-20,0.467218236
685,2021-10-21,0.488067114
686,2021-10-22,0.49677794
687,2021-10-26,0.448159287
688,2021-10-27,0.470880847
689,2021-10-28,0.433970815
690,2021-10-29,0.431808805
691,2021-10-31,0.414056759
692,2021-11-02,0.468407664
693,2021-11-03,0.450457517
694,2021-11-05,0.666880771
695,2021-11-08,0.443049056
696,2021-11-10,0.425076792
697,2021-11-11,0.40071385
698,2021-11-12,0.410977727
699,2021-11-15,0.433808569
700,2021-11-16,0.406652932
701,2021-11-17,0.386138023
702,2021-11-18,0.401822673
703,2021-11-22,0.421389281
704,2021-11-23,0.396562898
705,2021-11-25,0.413824037
706,2021-11-26,0.43646653
707,2021-11-29,0.436782942
708,2021-11-30,0.420538894
709,2021-12-01,0.409424821
710,2021-12-02,0.399697437
711,2021-12-03,0.373475915
712,2021-12-09,0.448977539
713,2021-12-10,0.433417568
714,2021-12-14,0.431172789
715,2021-12-15,0.444776407
716,2021-12-16,0.471213388
717,2021-12-17,0.444588256
718,2021-12-21,0.436122401
719,2021-12-22,0.414826883
720,2019-05-30,0.325427028
721,2019-09-26,0.299798408
722,2019-11-29,0.344635371
723,2020-01-03,0.374231652
724,2020-01-07,0.365028871
725,2020-01-08,0.393755368
726,2020-01-09,0.345362119
727,2020-01-10,0.41453529
728,2020-01-14,0.353997217
729,2020-01-15,0.41842581
730,2020-01-16,0.404078285
731,2020-01-17,0.361966056
732,2020-01-22,0.366019896
733,2020-01-24,0.395820231
734,2020-02-10,0.371901217
735,2020-02-18,0.375519864
736,2020-02-20,0.34912233
737,2020-02-27,0.395255234
738,2020-03-01,0.434511943
739,2020-03-03,0.419221287
740,2020-03-28,0.477213114
741,2020-05-06,0.491826126
742,2020-06-09,0.488349713
743,2020-07-22,0.438389037
744,2020-08-04,0.492906845
745,2020-09-01,0.443271243
746,2020-10-23,0.454495794
747,2020-10-28,0.460750736
748,2020-10-30,0.45286655
749,2021-03-15,0.360704594
750,2021-03-18,0.393995888
751,2021-03-22,0.379691863
752,2021-03-23,0.341480035
753,2021-03-25,0.35587193
754,2021-03-29,0.336466937
755,2021-04-06,0.355709823
756,2021-04-08,0.359417581
757,2021-04-12,0.388408016
758,2021-04-20,0.350268037
759,2021-04-22,0.342875977
760,2021-04-28,0.383850246
761,2021-05-05,0.390431347
762,2021-05-06,0.400639361
763,2021-05-13,0.354551823
764,2021-05-20,0.381210301
765,2021-05-24,0.374858627
766,2021-05-31,0.381087052
767,2021-06-01,0.399065196
768,2021-06-08,0.437794543
769,2021-06-14,0.391705552
770,2021-06-17,0.454371573
771,2021-06-21,0.442510669
772,2021-06-24,0.432144639
773,2021-06-30,0.394682431
774,2021-07-08,0.362025632
775,2021-07-15,0.371563943
776,2021-07-19,0.387265857
777,2021-07-22,0.39445729
778,2021-08-30,0.42313293
779,2021-09-09,0.436556558
780,2021-09-14,0.451079906
781,2021-09-17,0.41779133
782,2021-09-20,0.467889328
783,2021-09-21,0.4409435
784,2021-09-22,0.412631385
785,2021-09-23,0.366016929
786,2021-09-24,0.403382573
787,2021-09-27,0.451577181
788,2021-09-28,0.43657153
789,2021-09-29,0.472942753
790,2021-09-30,0.442496159
791,2021-10-01,0.406003533
792,2021-10-02,0.415098925
793,2021-10-04,0.436973566
794,2021-10-05,0.4339082
795,2021-10-06,0.46805205
796,2021-10-07,0.460688133
797,2021-10-08,0.477849181
798,2021-10-11,0.463741893
799,2021-10-13,0.509529612
800,2021-10-14,0.524664401
801,2021-10-15,0.487828465
802,2021-10-18,0.527892083
803,2021-10-19,0.508195094
804,2021-10-20,0.500853836
805,2021-10-21,0.511205337
806,2021-10-22,0.49921293
807,2021-10-26,0.44687395
808,2021-10-27,0.46114382
809,2021-10-28,0.447695963
810,2021-10-29,0.468946927
811,2021-10-31,0.423214588
812,2021-11-02,0.444911331
813,2021-11-03,0.431249328
814,2021-11-05,0.657675067
815,2021-11-08,0.475734925
816,2021-11-10,0.441002901
817,2021-11-11,0.405108376
818,2021-11-12,0.406032712
819,2021-11-15,0.414477016
820,2021-11-16,0.380689102
821,2021-11-17,0.365459306
822,2021-11-18,0.403136103
823,2021-11-22,0.426663345
824,2021-11-23,0.396964104
825,2021-11-25,0.442995807
826,2021-11-26,0.436056525
827,2021-11-29,0.404224613
828,2021-11-30,0.422357092
829,2021-12-01,0.40598707
830,2021-12-02,0.381654113
831,2021-12-03,0.396905832
832,2021-12-09,0.412817617
833,2021-12-10,0.40822353
834,2021-12-14,0.432280297
835,2021-12-15,0.440404782
836,2021-12-16,0.438962566
837,2021-12-17,0.459348597
838,2021-12-21,0.398166306
839,2021-12-22,0.426206599
840,2019-05-30,0.359024189
841,2019-09-26,0.307370479
842,2019-11-29,0.409898902
843,2020-01-03,0.387232412
844,2020-01-07,0.386753411
845,2020-01-08,0.369930256
846,2020-01-09,0.387424863
847,2020-01-10,0.399310748
848,2020-01-14,0.400361603
849,2020-01-15,0.418455397
850,2020-01-16,0.414251772
851,2020-01-17,0.405011872
852,2020-01-22,0.407800762
853,2020-01-24,0.410351479
854,2020-02-10,0.377430233
855,2020-02-18,0.425219183
856,2020-02-20,0.352945789
857,2020-02-27,0.381412531
858,2020-03-01,0.436957274
859,2020-03-03,0.440597929
860,2020-03-28,0.491341479
861,2020-05-06,0.487138884
862,2020-06-09,0.516594757
863,2020-07-22,0.454693484
864,2020-08-04,0.477858254
865,2020-09-01,0.439813118
866,2020-10-23,0.436973333
867,2020-10-28,0.443489894
868,2020-10-30,0.414109205
869,2021-03-15,0.316736311
870,2021-03-18,0.353531057
871,2021-03-22,0.373727655
872,2021-03-23,0.361765814
873,2021-03-25,0.332444693
874,2021-03-29,0.373710888
875,2021-04-06,0.328767446
876,2021-04-08,0.336469257
877,2021-04-12,0.341358219
878,2021-04-20,0.350774228
879,2021-04-22,0.347776466
880,2021-04-28,0.342796543
881,2021-05-05,0.317457387
882,2021-05-06,0.337144048
883,2021-05-13,0.301240457
884,2021-05-20,0.368700951
885,2021-05-24,0.394608511
886,2021-05-31,0.429909699
887,2021-06-01,0.40340455
888,2021-06-08,0.429660414
889,2021-06-14,0.38683282
890,2021-06-17,0.391593082
891,2021-06-21,0.438136061
892,2021-06-24,0.409422797
893,2021-06-30,0.422795757
894,2021-07-08,0.38718624
895,2021-07-15,0.365974956
896,2021-07-19,0.381548931
897,2021-07-22,0.356394324
898,2021-08-30,0.428359157
899,2021-09-09,0.415960624
900,2021-09-14,0.449732162
901,2021-09-17,0.44070801
902,2021-09-20,0.476555529
903,2021-09-21,0.419387278
904,2021-09-22,0.43763858
905,2021-09-23,0.396972796
906,2021-09-24,0.386748796
907,2021-09-27,0.448277848
908,2021-09-28,0.453824329
909,2021-09-29,0.430193593
910,2021-09-30,0.434804415
911,2021-10-01,0.426263486
912,2021-10-02,0.404383395
913,2021-10-04,0.463279585
914,2021-10-05,0.439697966
915,2021-10-06,0.45999907
916,2021-10-07,0.456803886
917,2021-10-08,0.439009198
918,2021-10-11,0.513703237
919,2021-10-13,0.509890291
920,2021-10-14,0.492132948
921,2021-10-15,0.419867489
922,2021-10-18,0.519991527
923,2021-10-19,0.50067697
924,2021-10-20,0.440256772
925,2021-10-21,0.479490709
926,2021-10-22,0.466762042
927,2021-10-26,0.434169591
928,2021-10-27,0.456371924
929,2021-10-28,0.428990174
930,2021-10-29,0.44115488
931,2021-10-31,0.436089911
